slope_angle,aspect,elevation,plan_curvature,profile_curvature,TWI,SPI,lithology,distance_to_fault,fracture_density,cohesion,friction_angle,unit_weight,pore_pressure_ratio,cumulative_rainfall_24h,cumulative_rainfall_72h,temperature_range,days_since_blast,insar_velocity
43.04717079754431,281.3213909226706,130.9604648959472,-0.034818660799397085,-0.022001280294511965,16.198637792503096,14.045449430904215,mudstone,0.9947307756590699,6.169386590241427,35.69720801759245,42.822602126976314,24.94672264581013,0.11205412972318816,17.10011231332265,17.10011231332265,29.852020619251448,3,0.7920149959917984
29.600158937595044,89.7612665234382,353.17587637867524,-0.08369619746066982,-0.22672126192908146,6.173002387275837,52.44120459516697,mudstone,144.25205468767984,1.5098211223656426,50.0,43.32059852734646,21.886595538318105,0.08277641585927045,0.44328929060076716,242.54258987641686,26.898848879290348,13,33.95755383828082
47.50451195806457,295.5028956532068,347.1366827370192,-0.13695736533977637,-0.07979225038501293,16.70980378376184,95.97144931484985,granite,403.2764474768259,2.821885998071249,25.708281975390555,35.95269216033703,23.526668180919657,0.35923032832329743,3.26737855870362,11.602660769599652,17.052171226942303,6,22.4373087689678
49.405647163912136,63.76807789921389,417.7250510517731,-0.14097777731450029,-0.06341176654225233,13.27114271125952,6.657103911205931,shale,75.09136505752306,2.317833822849261,30.25553364697113,38.28467691570693,22.81731310033308,0.18986052772332596,5.206957341898434,22.601895786462194,24.502929223357327,8,4.0612469699654845
20.489648113461637,129.41046823409164,325.86635793089926,0.1529754560202811,0.21453808651425132,13.239361203750505,21.616415385735685,sandstone,87.50179762199829,1.1800642320272359,12.847760594835524,45.0,25.115503474133575,0.26718849686308815,38.04886507990607,38.04886507990607,15.102322528659425,11,6.472723795884195
26.97820493137682,144.38721939350052,282.7925907898879,-0.035872547776822895,-0.1732955213487811,7.373495870150054,11.84145814063961,granite,210.5441973323395,2.5760601475327833,24.259880030886038,40.19156848052591,22.813687164362467,0.26035692825211887,3.1101737087086634,55.56033489187536,28.348857628517504,11,1.4407086129366433
41.278404031672856,107.82376103075143,346.83552886511114,0.09521464438989598,-0.3578182415490712,9.357849781798576,20.630219646396966,mudstone,364.52382797865647,3.344877589544642,31.729712228662198,43.14908011477786,22.279365624872334,0.0284671796867166,32.36620834952455,32.36620834952455,31.038051316014712,20,23.31064808192668
36.83757407656418,1.208488999324553,203.06429264698022,0.11536273584761951,-0.0009150648190485147,20.0,100.0,granite,504.72949824874826,5.353863273356566,29.05601360352582,39.89659750064706,24.95357834635838,0.048182823349672776,22.170319882134415,192.32002996845733,30.77229288836689,16,22.040088499234436
39.83198842495711,84.78333281564923,220.34376312233874,0.04748462190108963,-0.18851483911631012,20.0,29.240588712350572,shale,16.58891958488373,2.2175169794074185,17.90833891171662,31.197443284395685,23.609112730300584,0.21015623691127364,74.61050398010586,74.61050398010586,28.32169206462682,3,26.18278903552706
31.4695607242642,121.55528119639453,245.18163861599209,0.12030652141145148,-0.020936474386338288,9.761481953347877,11.389471461088737,sandstone,7.498411939395659,1.6802373022913222,19.862201264262666,33.880864441539934,20.0,0.20927672109465992,4.521880609479603,14.578453608486148,23.116583980961046,7,1.6659235835862858
